Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,name_norm,match_type
812,Aritz Elustondo,es ESP,DC,Real Sociedad,es La Liga,29.0,1994.0,15,7,812,9.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,4.0,31.0,2.0,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1,aritz elustondo,exact
813,Nico Elvedi,ch SUI,DC,Gladbach,de Bundesliga,26.0,1996.0,30,28,2482,27.6,2,1,3,2,0,0,5,0,1.6,1.6,0.1,1.7,37.0,109.0,6.0,0.07,0.04,0.11,0.07,0.11,0.06,0.0,0.06,0.06,0.06,nico elvedi,exact
814,Adri Embarba,es ESP,AG,Almería,es La Liga,31.0,1992.0,36,29,2476,27.5,3,2,5,2,1,1,5,0,4.3,3.5,4.4,8.0,94.0,58.0,167.0,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29,adri embarba,fuzzy:adrian embarba
815,Breel Embolo,ch SUI,BU,Monaco,fr Ligue 1,26.0,1997.0,5,2,182,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,8.0,7.0,20.0,0.49,0.0,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41,breel embolo,exact
816,Emanuel Emegha,nl NED,BU,Strasbourg,fr Ligue 1,20.0,2003.0,28,23,2078,23.1,8,1,9,8,0,1,3,0,10.8,10.0,0.4,10.4,24.0,11.0,115.0,0.35,0.04,0.39,0.35,0.39,0.47,0.02,0.49,0.43,0.45,emanuel emegha,exact
817,Emerson,br BRA,DG,Tottenham,eng Premier League,24.0,1999.0,22,11,1161,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21.0,57.0,35.0,0.08,0.0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,emerson,exact
818,Youssef En-Nesyri,ma MAR,BU,Sevilla,es La Liga,26.0,1997.0,33,28,2570,28.6,16,2,18,15,1,1,4,0,10.8,10.0,1.3,11.3,17.0,17.0,81.0,0.56,0.07,0.63,0.53,0.6,0.38,0.04,0.42,0.35,0.4,youssef en-nesyri,exact
819,Julio Enciso,py PAR,MOC,Brighton,eng Premier League,19.0,2004.0,12,5,475,5.3,0,2,2,0,0,0,2,0,1.4,1.4,1.7,3.2,28.0,21.0,29.0,0.0,0.38,0.38,0.0,0.38,0.27,0.32,0.59,0.27,0.59,julio enciso,exact
820,Wataru Endo,jp JPN,MC,Liverpool,eng Premier League,30.0,1993.0,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10.0,101.0,21.0,0.05,0.0,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12,wataru endo,exact
821,Arne Engels,be BEL,MD,Augsburg,de Bundesliga,19.0,2003.0,32,13,1405,15.6,3,2,5,3,0,0,1,1,1.8,1.8,1.2,3.0,23.0,52.0,62.0,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19,arne engels,exact
822,Christian Eriksen,dk DEN,MDC,Manchester Utd,eng Premier League,31.0,1992.0,22,12,1141,12.7,1,2,3,1,0,0,1,0,1.0,1.0,2.3,3.3,20.0,68.0,23.0,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26,christian eriksen,exact
823,Martin Erlic,hr CRO,DC,Sassuolo,it Serie A,25.0,1998.0,32,31,2618,29.1,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,19.0,78.0,11.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,martin erlic,exact
824,Gonzalo Escalante,ar ARG,MIL,Cádiz,es La Liga,30.0,1993.0,25,18,1697,18.9,1,2,3,1,0,0,2,1,1.9,1.9,1.7,3.6,4.0,66.0,14.0,0.05,0.11,0.16,0.05,0.16,0.1,0.09,0.19,0.1,0.19,gonzalo escalante,exact
825,Aarón Escandell,es ESP,G,Las Palmas,es La Liga,27.0,1995.0,2,1,153,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaron escandell,exact
826,Alfonso Espino,uy URU,DG,Rayo Vallecano,es La Liga,31.0,1992.0,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,41.0,113.0,89.0,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14,alfonso espino,exact
827,Bernardo Espinosa,co COL,DEF,Girona,es La Liga,34.0,1989.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bernardo espinosa,exact
828,Maxime Estève,fr FRA,DC,Burnley,eng Premier League,21.0,2002.0,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,15.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,maxime esteve,exact
829,Maxime Estève,fr FRA,DC,Montpellier,fr Ligue 1,21.0,2002.0,12,12,995,11.1,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,8.0,23.0,10.0,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04,maxime esteve,exact
830,Oscar Estupiñan,co COL,BU,Metz,fr Ligue 1,26.0,1996.0,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,oscar estupinan,exact
831,Pervis Estupiñán,ec ECU,DG,Brighton,eng Premier League,25.0,1998.0,19,15,1243,13.8,2,3,5,2,0,0,4,0,1.0,1.0,3.5,4.4,47.0,83.0,88.0,0.14,0.22,0.36,0.14,0.36,0.07,0.25,0.32,0.07,0.32,pervis estupinan,exact
832,Karl Etta,cm CMR,FW,Cádiz,es La Liga,19.0,2004.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karl etta,original
833,Jonny Evans,nir NIR,DC,Manchester Utd,eng Premier League,35.0,1988.0,23,15,1392,15.5,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.2,7.0,37.0,1.0,0.0,0.06,0.06,0.0,0.06,0.0,0.08,0.08,0.0,0.08,jonny evans,exact
834,Eberechi Eze,eng ENG,MOC,Crystal Palace,eng Premier League,25.0,1998.0,27,24,2055,22.8,11,4,15,10,1,1,3,0,9.1,8.3,5.2,13.5,68.0,93.0,139.0,0.48,0.18,0.66,0.44,0.61,0.4,0.23,0.62,0.36,0.59,eberechi eze,exact
835,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21.0,2001.0,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,abde ezzalzouli,original
836,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,21.0,2001.0,26,6,865,9.6,1,0,1,1,0,1,1,0,3.0,2.2,0.3,2.5,57.0,25.0,89.0,0.1,0.0,0.1,0.1,0.1,0.31,0.03,0.34,0.23,0.26,abde ezzalzouli,original
837,Giovanni Fabbian,it ITA,MC,Bologna,it Serie A,20.0,2003.0,27,11,1057,11.7,5,2,7,5,0,0,4,0,4.2,4.2,1.9,6.0,11.0,17.0,41.0,0.43,0.17,0.6,0.43,0.6,0.35,0.16,0.51,0.35,0.51,giovanni fabbian,exact
838,Łukasz Fabiański,pl POL,G,West Ham,eng Premier League,38.0,1985.0,10,7,721,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,łukasz fabianski,exact
839,Nicolò Fagioli,it ITA,MC,Juventus,it Serie A,22.0,2001.0,8,4,437,4.9,0,2,2,0,0,0,1,0,0.4,0.4,0.7,1.1,8.0,23.0,15.0,0.0,0.41,0.41,0.0,0.41,0.08,0.15,0.23,0.08,0.23,nicolo fagioli,exact
840,Romain Faivre,fr FRA,MIL,Bournemouth,eng Premier League,25.0,1998.0,5,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,romain faivre,exact
841,Romain Faivre,fr FRA,MIL,Lorient,fr Ligue 1,25.0,1998.0,17,16,1453,16.1,5,1,6,5,0,0,1,0,2.8,2.8,1.7,4.5,68.0,102.0,78.0,0.31,0.06,0.37,0.31,0.37,0.17,0.1,0.28,0.17,0.28,romain faivre,exact
842,Ilhan Fakili,fr FRA,MOC,Clermont Foot,fr Ligue 1,17.0,2006.0,3,1,94,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.17,0.2,ilhan fakili,exact
843,Radamel Falcao,co COL,BU,Rayo Vallecano,es La Liga,37.0,1986.0,22,2,407,4.5,1,0,1,0,1,1,4,0,2.7,2.0,0.3,2.2,7.0,7.0,23.0,0.22,0.0,0.22,0.0,0.0,0.6,0.06,0.67,0.43,0.49,radamel falcao,exact
844,Wladimiro Falcone,it ITA,G,Lecce,it Serie A,28.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wladimiro falcone,exact
845,Fali,es ESP,DC,Cádiz,es La Liga,29.0,1993.0,30,30,2547,28.3,0,0,0,0,0,0,12,0,0.8,0.8,0.1,0.9,16.0,82.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,fali,exact
846,Davide Faraoni,it ITA,MD,Hellas Verona,it Serie A,31.0,1991.0,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13.0,28.0,31.0,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11,davide faraoni,lastname:marco faraoni
847,Davide Faraoni,it ITA,MD,Fiorentina,it Serie A,31.0,1991.0,8,4,392,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,7.0,17.0,16.0,0.0,0.23,0.23,0.0,0.23,0.02,0.08,0.11,0.02,0.11,davide faraoni,lastname:marco faraoni
848,Ansu Fati,es ESP,AG,Brighton,eng Premier League,20.0,2002.0,19,3,521,5.8,2,0,2,2,0,0,2,0,3.4,3.4,0.8,4.2,16.0,28.0,50.0,0.35,0.0,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73,ansu fati,exact
849,Ansu Fati,es ESP,AG,Barcelona,es La Liga,20.0,2002.0,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,ansu fati,exact
850,Khalil Fayad,fr FRA,AG,Montpellier,fr Ligue 1,19.0,2004.0,23,11,1025,11.4,3,0,3,3,0,0,2,0,1.9,1.9,0.5,2.4,18.0,35.0,47.0,0.26,0.0,0.26,0.26,0.26,0.17,0.04,0.21,0.17,0.21,khalil fayad,exact
851,Federico Fazio,ar ARG,DC,Salernitana,it Serie A,36.0,1987.0,17,15,1355,15.1,1,0,1,1,0,0,3,1,0.4,0.4,0.1,0.5,2.0,27.0,2.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03,federico fazio,exact
852,Jacopo Fazzini,it ITA,MC,Empoli,it Serie A,20.0,2003.0,31,14,1232,13.7,1,1,2,1,0,0,6,0,1.2,1.2,2.3,3.5,24.0,47.0,51.0,0.07,0.07,0.15,0.07,0.15,0.09,0.16,0.26,0.09,0.26,jacopo fazzini,exact
853,Peter Federico,do DOM,"MF,FW",Valencia,es La Liga,21.0,2002.0,15,5,649,7.2,0,0,0,0,0,0,1,0,1.7,1.7,1.0,2.7,19.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.38,0.24,0.38,peter federico,original
854,Nabil Fekir,fr FRA,MOC,Betis,es La Liga,30.0,1993.0,19,10,1049,11.7,1,2,3,1,0,0,1,0,2.2,2.2,2.3,4.6,32.0,67.0,77.0,0.09,0.17,0.26,0.09,0.26,0.19,0.2,0.39,0.19,0.39,nabil fekir,exact
855,Felipe,br BRA,DC,Nott'ham Forest,eng Premier League,34.0,1989.0,7,4,375,4.2,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,felipe,exact
856,Luiz Felipe,it ITA,DC,Betis,es La Liga,26.0,1997.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,luiz felipe,exact
857,João Félix,pt POR,ATT,Barcelona,es La Liga,23.0,1999.0,30,18,1540,17.1,7,3,10,7,0,0,3,0,8.7,8.7,3.1,11.9,69.0,68.0,169.0,0.41,0.18,0.58,0.41,0.58,0.51,0.18,0.69,0.51,0.69,joao felix,exact
858,Ohis Felix Uduokhai,de GER,DC,Augsburg,de Bundesliga,25.0,1997.0,33,33,2921,32.5,2,0,2,2,0,0,5,1,1.4,1.4,0.8,2.2,25.0,101.0,6.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.07,0.04,0.07,ohis felix uduokhai,lastname:felix uduokhai
859,Kiko Femenía,es ESP,DD,Villarreal,es La Liga,32.0,1991.0,23,16,1583,17.6,0,0,0,0,0,0,8,1,0.0,0.0,0.6,0.6,46.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,kiko femenia,exact
860,Evan Ferguson,ie IRL,BU,Brighton,eng Premier League,18.0,2004.0,27,15,1367,15.2,6,0,6,6,0,0,1,0,4.6,4.6,0.5,5.1,13.0,15.0,62.0,0.4,0.0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,evan ferguson,exact
861,Lewis Ferguson,sct SCO,MOC,Bologna,it Serie A,23.0,1999.0,31,31,2712,30.1,6,3,9,6,0,0,8,0,5.4,5.4,2.3,7.7,57.0,142.0,138.0,0.2,0.1,0.3,0.2,0.3,0.18,0.08,0.26,0.18,0.26,lewis ferguson,exact
862,Bruno Fernandes,pt POR,MOC,Manchester Utd,eng Premier League,28.0,1994.0,35,35,3118,34.6,10,8,18,6,4,5,9,0,10.0,6.1,11.8,17.8,86.0,297.0,182.0,0.29,0.23,0.52,0.17,0.4,0.29,0.34,0.63,0.18,0.51,bruno fernandes,exact
863,Edimilson Fernandes,ch SUI,DC,Mainz 05,de Bundesliga,27.0,1996.0,21,13,1290,14.3,0,2,2,0,0,0,4,0,0.5,0.5,0.7,1.3,9.0,53.0,9.0,0.0,0.14,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09,edimilson fernandes,exact
864,Aitor Fernández,es ESP,G,Osasuna,es La Liga,32.0,1991.0,7,6,551,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aitor fernandez,exact
865,Álex Fernández,es ESP,MC,Cádiz,es La Liga,30.0,1992.0,26,14,1285,14.3,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.0,11.0,52.0,26.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,alex fernandez,exact
866,Carlos Fernández,es ESP,BU,Real Sociedad,es La Liga,27.0,1996.0,10,5,408,4.5,2,1,3,1,1,1,3,0,1.5,0.7,0.5,1.3,5.0,4.0,13.0,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,carlos fernandez,exact
867,Enzo Fernández,ar ARG,MDC,Chelsea,eng Premier League,22.0,2001.0,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8.0,52.0,210.0,54.0,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,enzo fernandez,exact
868,Raúl Fernández,es ESP,G,Granada,es La Liga,35.0,1988.0,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raul fernandez,exact
869,Valery Fernández,es ESP,MG,Girona,es La Liga,23.0,1999.0,27,2,506,5.6,2,0,2,2,0,0,1,0,0.7,0.7,0.8,1.5,20.0,12.0,54.0,0.36,0.0,0.36,0.36,0.36,0.12,0.14,0.26,0.12,0.26,valery fernandez,exact
870,Fernando,es ESP,MDC,Almería,es La Liga,33.0,1990.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fernando,exact
871,Fernando,br BRA,MDC,Sevilla,es La Liga,36.0,1987.0,8,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,fernando,exact
872,Ichem Ferrah,fr FRA,ATT,Lille,fr Ligue 1,17.0,2005.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ichem ferrah,exact
873,Andrea Ferraris,it ITA,ATT,Monza,it Serie A,20.0,2003.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andrea ferraris,exact
874,André Ferreira,pt POR,G,Granada,es La Liga,27.0,1996.0,15,14,1340,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andre ferreira,exact
875,João Ferreira,pt POR,DC,Udinese,it Serie A,22.0,2001.0,35,18,1822,20.2,0,1,1,0,0,0,9,0,0.1,0.1,0.9,1.0,19.0,61.0,45.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,joao ferreira,exact
876,Jordan Ferri,fr FRA,MDC,Montpellier,fr Ligue 1,31.0,1992.0,30,23,2031,22.6,1,1,2,1,0,0,6,0,0.6,0.6,1.9,2.5,37.0,173.0,68.0,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.11,0.03,0.11,jordan ferri,exact
877,Nacho Ferri,es ESP,MDC,Eint Frankfurt,de Bundesliga,18.0,2004.0,8,0,74,0.8,1,0,1,1,0,0,0,0,1.2,1.2,0.0,1.2,0.0,2.0,8.0,1.22,0.0,1.22,1.22,1.22,1.43,0.05,1.48,1.43,1.48,nacho ferri,lastname:jordan ferri
878,Rachad Fettal,ma MAR,FW,Almería,es La Liga,18.0,2005.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,rachad fettal,original
879,Seydou Fini,it ITA,MIL,Genoa,it Serie A,17.0,2006.0,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,seydou fini,exact
880,Max Finkgräfe,de GER,DG,Köln,de Bundesliga,19.0,2004.0,24,18,1756,19.5,1,0,1,1,0,0,4,0,1.0,1.0,1.6,2.6,51.0,53.0,59.0,0.05,0.0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13,max finkgrafe,exact
881,Vincenzo Fiorillo,it ITA,G,Salernitana,it Serie A,33.0,1990.0,4,4,360,4.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vincenzo fiorillo,exact
882,Kilian Fischer,de GER,MD,Wolfsburg,de Bundesliga,22.0,2000.0,6,4,291,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,kilian fischer,exact
883,John Fleck,sct SCO,MC,Sheffield Utd,eng Premier League,31.0,1991.0,4,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,john fleck,exact
884,Mark Flekken,nl NED,G,Brentford,eng Premier League,30.0,1993.0,37,37,3285,36.5,0,1,1,0,0,0,3,0,0.0,0.0,0.5,0.5,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,mark flekken,exact
885,Alessandro Florenzi,it ITA,DG,Milan,it Serie A,32.0,1991.0,31,19,1732,19.2,1,4,5,1,0,0,5,0,1.7,1.7,3.4,5.1,29.0,106.0,50.0,0.05,0.21,0.26,0.05,0.26,0.09,0.18,0.26,0.09,0.26,alessandro florenzi,exact
886,Phil Foden,eng ENG,AD,Manchester City,eng Premier League,23.0,2000.0,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,93.0,168.0,269.0,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59,phil foden,exact
887,Wes Foderingham,eng ENG,G,Sheffield Utd,eng Premier League,32.0,1991.0,30,29,2649,29.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wes foderingham,exact
888,Malick Fofana,be BEL,BU,Lyon,fr Ligue 1,18.0,2005.0,17,4,559,6.2,3,0,3,3,0,0,0,0,1.8,1.8,0.5,2.4,26.0,10.0,60.0,0.48,0.0,0.48,0.48,0.48,0.29,0.09,0.38,0.29,0.38,malick fofana,exact
889,Youssouf Fofana,fr FRA,MC,Monaco,fr Ligue 1,24.0,1999.0,32,31,2697,30.0,4,4,8,4,0,0,3,0,5.0,5.0,3.4,8.4,53.0,249.0,86.0,0.13,0.13,0.27,0.13,0.27,0.17,0.11,0.28,0.17,0.28,youssouf fofana,exact
890,Jonas Föhrenbach,de GER,DG,Heidenheim,de Bundesliga,27.0,1996.0,33,32,2788,31.0,0,0,0,0,0,0,2,0,0.5,0.5,0.8,1.3,44.0,96.0,69.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,jonas fohrenbach,exact
891,Thomas Foket,be BEL,DD,Reims,fr Ligue 1,28.0,1994.0,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.2,0.2,0.9,1.1,24.0,65.0,84.0,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,thomas foket,exact
892,Michael Folorunsho,it ITA,MOC,Hellas Verona,it Serie A,25.0,1998.0,34,33,2781,30.9,5,1,6,5,0,0,5,0,4.0,3.9,1.4,5.3,56.0,54.0,110.0,0.16,0.03,0.19,0.16,0.19,0.13,0.04,0.17,0.13,0.17,michael folorunsho,exact
893,Tiago Fonseca Morais,pt POR,ATT,Lille,fr Ligue 1,19.0,2003.0,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,tiago fonseca morais,lastname:tiago morais
894,Pablo Fornals,es ESP,MG,West Ham,eng Premier League,27.0,1996.0,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,pablo fornals,exact
895,Pablo Fornals,es ESP,MG,Betis,es La Liga,27.0,1996.0,15,14,1148,12.8,3,2,5,3,0,0,2,0,1.8,1.8,1.6,3.4,37.0,89.0,82.0,0.24,0.16,0.39,0.24,0.39,0.14,0.13,0.27,0.14,0.27,pablo fornals,exact
896,Emil Forsberg,se SWE,MOC,RB Leipzig,de Bundesliga,31.0,1991.0,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8.0,22.0,38.0,0.39,0.19,0.58,0.39,0.58,0.27,0.17,0.44,0.11,0.28,emil forsberg,exact
897,Omari Forson,eng ENG,AD,Manchester Utd,eng Premier League,19.0,2004.0,4,1,70,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1.0,2.0,2.0,0.0,1.29,1.29,0.0,1.29,0.04,0.23,0.27,0.04,0.27,omari forson,lastname:omari nathan forson
898,Philipp Förster,de GER,MG,Bochum,de Bundesliga,28.0,1995.0,13,3,385,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,7.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,philipp forster,exact
899,Héctor Fort,es ESP,DG,Barcelona,es La Liga,16.0,2006.0,7,4,318,3.5,0,2,2,0,0,0,0,0,0.0,0.0,0.8,0.8,3.0,7.0,38.0,0.0,0.57,0.57,0.0,0.57,0.0,0.23,0.23,0.0,0.23,hector fort,exact
900,Lyle Foster,za RSA,BU,Burnley,eng Premier League,22.0,2000.0,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,4.5,1.9,6.4,55.0,37.0,104.0,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,lyle foster,exact
901,Dimitri Foulquier,fr FRA,DD,Valencia,es La Liga,30.0,1993.0,33,19,1842,20.5,0,0,0,0,0,0,3,0,0.6,0.6,1.2,1.8,42.0,72.0,64.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,dimitri foulquier,exact
902,Juan Foyth,ar ARG,DD,Villarreal,es La Liga,25.0,1998.0,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,19.0,51.0,28.0,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,juan foyth,exact
903,Matheus França,br BRA,MG,Crystal Palace,eng Premier League,19.0,2004.0,10,1,232,2.6,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.2,12.0,8.0,12.0,0.0,0.39,0.39,0.0,0.39,0.14,0.34,0.48,0.14,0.48,matheus franca,exact
904,Bartol Franjić,hr CRO,MC,Darmstadt 98,de Bundesliga,23.0,2000.0,20,14,1229,13.7,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,13.0,50.0,14.0,0.0,0.07,0.07,0.0,0.07,0.02,0.02,0.04,0.02,0.04,bartol franjic,exact
905,Przemysław Frankowski,pl POL,MD,Lens,fr Ligue 1,28.0,1995.0,30,24,2192,24.4,3,2,5,2,1,2,4,0,3.7,2.1,3.8,5.9,56.0,112.0,210.0,0.12,0.08,0.21,0.08,0.16,0.15,0.16,0.31,0.09,0.24,przemysław frankowski,exact
